"quantile","target_end_date","location","target","truth","value","model","window_size"
0.2,2021-01-30,"56","1 wk ahead cum death",596,583.288004184549,"QNA3",4
0.2,2021-01-30,"17","1 wk ahead cum death",21213,21158.9168610174,"QNA3",4
0.2,2021-01-30,"02","1 wk ahead cum death",262,271.122178702736,"QNA3",4
0.2,2021-01-30,"20","1 wk ahead cum death",3767,3725.61872805718,"QNA3",4
0.2,2021-01-30,"21","1 wk ahead cum death",3714,3639.49271493222,"QNA3",4
0.2,2021-01-30,"22","1 wk ahead cum death",8801,8788.90956546568,"QNA3",4
0.2,2021-01-30,"19","1 wk ahead cum death",4651,4611.11617225369,"QNA3",4
0.2,2021-01-30,"18","1 wk ahead cum death",9967,10052.1222673392,"QNA3",4
0.2,2021-01-30,"15","1 wk ahead cum death",406,344.811084353364,"QNA3",4
0.2,2021-01-30,"05","1 wk ahead cum death",4838,4801.48322769872,"QNA3",4
0.25,2021-01-30,"47","1 wk ahead cum death",9574,9219.29616814297,"QNA3",4
0.25,2021-01-30,"49","1 wk ahead cum death",1663,1651.34441971632,"QNA3",4
0.25,2021-01-30,"10","1 wk ahead cum death",1081,1065.96385157839,"QNA3",4
0.25,2021-01-30,"40","1 wk ahead cum death",3504,3468.1870463861,"QNA3",4
0.25,2021-01-30,"08","1 wk ahead cum death",5620,5587.4698484214,"QNA3",4
0.25,2021-01-30,"17","1 wk ahead cum death",21213,21179.284969058,"QNA3",4
0.25,2021-01-30,"51","1 wk ahead cum death",6449,6418.75475080603,"QNA3",4
0.25,2021-01-30,"48","1 wk ahead cum death",36924,36803.0516196538,"QNA3",4
0.25,2021-01-30,"06","1 wk ahead cum death",40702,39734.021084664,"QNA3",4
0.25,2021-01-30,"50","1 wk ahead cum death",173,175.82658804574,"QNA3",4
0.25,2021-01-30,"39","1 wk ahead cum death",11121,11157.5276832656,"QNA3",4
0.25,2021-01-30,"12","1 wk ahead cum death",26360,26196.2150673066,"QNA3",4
0.25,2021-01-30,"41","1 wk ahead cum death",1957,1965.03828427606,"QNA3",4
0.25,2021-01-30,"54","1 wk ahead cum death",2015,1986.59468651045,"QNA3",4
0.25,2021-01-30,"09","1 wk ahead cum death",7046,7019.54509581913,"QNA3",4
0.25,2021-01-30,"28","1 wk ahead cum death",6018,5981.55940309099,"QNA3",4
0.25,2021-01-30,"53","1 wk ahead cum death",4285,4275.97208992612,"QNA3",4
0.25,2021-01-30,"37","1 wk ahead cum death",9287,9110.91964025461,"QNA3",4
0.25,2021-01-30,"56","1 wk ahead cum death",596,585.339326113281,"QNA3",4
0.25,2021-01-30,"44","1 wk ahead cum death",2154,2129.6180018771,"QNA3",4
0.25,2021-01-30,"23","1 wk ahead cum death",590,583.487718797987,"QNA3",4
0.25,2021-01-30,"55","1 wk ahead cum death",6430,6390.85564453597,"QNA3",4
0.25,2021-01-30,"42","1 wk ahead cum death",21562,21394.6114849729,"QNA3",4
0.25,2021-01-30,"01","1 wk ahead cum death",7566,7060.57924873742,"QNA3",4
0.25,2021-01-30,"22","1 wk ahead cum death",8801,8795.83797673383,"QNA3",4
0.25,2021-01-30,"29","1 wk ahead cum death",7040,6960.6559866118,"QNA3",4
0.25,2021-01-30,"25","1 wk ahead cum death",14531,14476.2477586157,"QNA3",4
0.25,2021-01-30,"38","1 wk ahead cum death",1447,1453.92129473616,"QNA3",4
0.25,2021-01-30,"18","1 wk ahead cum death",9967,10063.3383273793,"QNA3",4
0.25,2021-01-30,"45","1 wk ahead cum death",7014,6800.96396588997,"QNA3",4
0.25,2021-01-30,"13","1 wk ahead cum death",14196,13977.2795669335,"QNA3",4
0.25,2021-01-30,"16","1 wk ahead cum death",1725,1725.97290526723,"QNA3",4
0.25,2021-01-30,"31","1 wk ahead cum death",1920,1922.42862862207,"QNA3",4
0.25,2021-01-30,"02","1 wk ahead cum death",262,271.820664364622,"QNA3",4
0.25,2021-01-30,"20","1 wk ahead cum death",3767,3734.09335377998,"QNA3",4
0.25,2021-01-30,"46","1 wk ahead cum death",1775,1734.73105091827,"QNA3",4
0.25,2021-01-30,"26","1 wk ahead cum death",15525,15535.3431753472,"QNA3",4
0.25,2021-01-30,"19","1 wk ahead cum death",4651,4616.10156748601,"QNA3",4
0.25,2021-01-30,"35","1 wk ahead cum death",3265,3264.13550993725,"QNA3",4
0.25,2021-01-30,"24","1 wk ahead cum death",7107,7094.86244932132,"QNA3",4
0.25,2021-01-30,"21","1 wk ahead cum death",3714,3648.50749796934,"QNA3",4
0.25,2021-01-30,"US","1 wk ahead cum death",439530,437293.465661365,"QNA3",4
0.25,2021-01-30,"27","1 wk ahead cum death",6255,6277.8337048164,"QNA3",4
0.25,2021-01-30,"34","1 wk ahead cum death",21455,21389.1970217581,"QNA3",4
0.25,2021-01-30,"30","1 wk ahead cum death",1232,1187.42786407518,"QNA3",4
0.25,2021-01-30,"15","1 wk ahead cum death",406,345.658762171923,"QNA3",4
0.25,2021-01-30,"33","1 wk ahead cum death",1042,1037.45128415319,"QNA3",4
0.25,2021-01-30,"05","1 wk ahead cum death",4838,4810.58320528546,"QNA3",4
0.25,2021-01-30,"36","1 wk ahead cum death",43453,43465.3613711373,"QNA3",4
0.25,2021-01-30,"32","1 wk ahead cum death",4264,4201.98541510232,"QNA3",4
0.25,2021-01-30,"04","1 wk ahead cum death",13098,12900.7644625753,"QNA3",4
0.3,2021-01-30,"08","1 wk ahead cum death",5620,5594.30067749632,"QNA3",4
0.3,2021-01-30,"40","1 wk ahead cum death",3504,3472.53963430028,"QNA3",4
0.3,2021-01-30,"06","1 wk ahead cum death",40702,39806.0844443794,"QNA3",4
0.3,2021-01-30,"42","1 wk ahead cum death",21562,21422.8957909798,"QNA3",4
0.3,2021-01-30,"19","1 wk ahead cum death",4651,4621.46066877036,"QNA3",4
0.3,2021-01-30,"45","1 wk ahead cum death",7014,6813.8204432466,"QNA3",4
0.3,2021-01-30,"04","1 wk ahead cum death",13098,12920.0876882802,"QNA3",4
0.3,2021-01-30,"41","1 wk ahead cum death",1957,1967.69270313406,"QNA3",4
0.3,2021-01-30,"09","1 wk ahead cum death",7046,7026.09932851534,"QNA3",4
0.3,2021-01-30,"02","1 wk ahead cum death",262,272.370842416882,"QNA3",4
0.3,2021-01-30,"44","1 wk ahead cum death",2154,2134.91615049683,"QNA3",4
0.3,2021-01-30,"53","1 wk ahead cum death",4285,4283.95213644714,"QNA3",4
0.3,2021-01-30,"48","1 wk ahead cum death",36924,36849.6342715038,"QNA3",4
0.3,2021-01-30,"26","1 wk ahead cum death",15525,15552.5384328448,"QNA3",4
0.3,2021-01-30,"50","1 wk ahead cum death",173,176.363859009047,"QNA3",4
0.3,2021-01-30,"51","1 wk ahead cum death",6449,6426.37830567219,"QNA3",4
0.3,2021-01-30,"01","1 wk ahead cum death",7566,7075.01421904219,"QNA3",4
0.3,2021-01-30,"54","1 wk ahead cum death",2015,1990.03767062389,"QNA3",4
0.3,2021-01-30,"49","1 wk ahead cum death",1663,1654.06006681321,"QNA3",4
0.3,2021-01-30,"38","1 wk ahead cum death",1447,1456.1834643177,"QNA3",4
0.3,2021-01-30,"46","1 wk ahead cum death",1775,1736.8109476361,"QNA3",4
0.3,2021-01-30,"17","1 wk ahead cum death",21213,21198.0832649017,"QNA3",4
0.3,2021-01-30,"37","1 wk ahead cum death",9287,9124.45407025378,"QNA3",4
0.3,2021-01-30,"20","1 wk ahead cum death",3767,3740.79177948688,"QNA3",4
0.3,2021-01-30,"56","1 wk ahead cum death",596,587.437830147019,"QNA3",4
0.3,2021-01-30,"47","1 wk ahead cum death",9574,9231.63515827457,"QNA3",4
0.3,2021-01-30,"US","1 wk ahead cum death",439530,437501.308946571,"QNA3",4
0.3,2021-01-30,"10","1 wk ahead cum death",1081,1067.91186348362,"QNA3",4
0.3,2021-01-30,"55","1 wk ahead cum death",6430,6399.71702993979,"QNA3",4
0.3,2021-01-30,"05","1 wk ahead cum death",4838,4819.07106148909,"QNA3",4
0.3,2021-01-30,"31","1 wk ahead cum death",1920,1924.5500084015,"QNA3",4
0.3,2021-01-30,"18","1 wk ahead cum death",9967,10072.6099398739,"QNA3",4
0.3,2021-01-30,"28","1 wk ahead cum death",6018,5986.80268469148,"QNA3",4
0.3,2021-01-30,"13","1 wk ahead cum death",14196,13996.6103514044,"QNA3",4
0.3,2021-01-30,"16","1 wk ahead cum death",1725,1728.00967548965,"QNA3",4
0.3,2021-01-30,"15","1 wk ahead cum death",406,346.170075254549,"QNA3",4
0.3,2021-01-30,"27","1 wk ahead cum death",6255,6284.09469257688,"QNA3",4
0.3,2021-01-30,"12","1 wk ahead cum death",26360,26215.0098394415,"QNA3",4
0.3,2021-01-30,"39","1 wk ahead cum death",11121,11168.5583546233,"QNA3",4
0.3,2021-01-30,"24","1 wk ahead cum death",7107,7100.36847808808,"QNA3",4
0.3,2021-01-30,"33","1 wk ahead cum death",1042,1039.96938593021,"QNA3",4
0.3,2021-01-30,"22","1 wk ahead cum death",8801,8802.09256958934,"QNA3",4
0.3,2021-01-30,"35","1 wk ahead cum death",3265,3269.32681851677,"QNA3",4
0.3,2021-01-30,"30","1 wk ahead cum death",1232,1189.26992725127,"QNA3",4
0.3,2021-01-30,"21","1 wk ahead cum death",3714,3655.20653786661,"QNA3",4
0.3,2021-01-30,"32","1 wk ahead cum death",4264,4207.10776396439,"QNA3",4
0.3,2021-01-30,"23","1 wk ahead cum death",590,586.524350569385,"QNA3",4
0.3,2021-01-30,"29","1 wk ahead cum death",7040,6971.03663454893,"QNA3",4
0.3,2021-01-30,"25","1 wk ahead cum death",14531,14487.0543596353,"QNA3",4
0.3,2021-01-30,"36","1 wk ahead cum death",43453,43491.1702227489,"QNA3",4
0.3,2021-01-30,"34","1 wk ahead cum death",21455,21404.0124234394,"QNA3",4
0.35,2021-01-30,"47","1 wk ahead cum death",9574,9244.78762341016,"QNA3",4
0.35,2021-01-30,"56","1 wk ahead cum death",596,589.495674160137,"QNA3",4
0.35,2021-01-30,"41","1 wk ahead cum death",1957,1970.79976298556,"QNA3",4
0.35,2021-01-30,"42","1 wk ahead cum death",21562,21446.5188323075,"QNA3",4
0.35,2021-01-30,"40","1 wk ahead cum death",3504,3477.07122674592,"QNA3",4
0.35,2021-01-30,"02","1 wk ahead cum death",262,272.964656022747,"QNA3",4
0.35,2021-01-30,"48","1 wk ahead cum death",36924,36900.858761382,"QNA3",4
0.35,2021-01-30,"US","1 wk ahead cum death",439530,437722.614895557,"QNA3",4
0.35,2021-01-30,"55","1 wk ahead cum death",6430,6407.28499353234,"QNA3",4
0.35,2021-01-30,"45","1 wk ahead cum death",7014,6826.6653170717,"QNA3",4
0.35,2021-01-30,"16","1 wk ahead cum death",1725,1729.81483956088,"QNA3",4
0.35,2021-01-30,"04","1 wk ahead cum death",13098,12937.193403957,"QNA3",4
0.35,2021-01-30,"49","1 wk ahead cum death",1663,1656.90153381096,"QNA3",4
0.35,2021-01-30,"44","1 wk ahead cum death",2154,2139.56333332585,"QNA3",4
0.35,2021-01-30,"31","1 wk ahead cum death",1920,1926.33124964993,"QNA3",4
0.35,2021-01-30,"23","1 wk ahead cum death",590,588.903929870888,"QNA3",4
0.35,2021-01-30,"33","1 wk ahead cum death",1042,1042.16242770176,"QNA3",4
0.35,2021-01-30,"01","1 wk ahead cum death",7566,7087.56406551482,"QNA3",4
0.35,2021-01-30,"30","1 wk ahead cum death",1232,1191.18927948206,"QNA3",4
0.35,2021-01-30,"46","1 wk ahead cum death",1775,1738.53245434977,"QNA3",4
0.35,2021-01-30,"32","1 wk ahead cum death",4264,4211.94887868503,"QNA3",4
0.35,2021-01-30,"05","1 wk ahead cum death",4838,4825.82787468125,"QNA3",4
0.35,2021-01-30,"21","1 wk ahead cum death",3714,3662.36381678584,"QNA3",4
0.35,2021-01-30,"24","1 wk ahead cum death",7107,7105.09975346525,"QNA3",4
0.35,2021-01-30,"09","1 wk ahead cum death",7046,7033.01468654961,"QNA3",4
0.35,2021-01-30,"17","1 wk ahead cum death",21213,21220.3257355151,"QNA3",4
0.35,2021-01-30,"34","1 wk ahead cum death",21455,21413.3174988175,"QNA3",4
0.35,2021-01-30,"08","1 wk ahead cum death",5620,5604.29000569594,"QNA3",4
0.35,2021-01-30,"51","1 wk ahead cum death",6449,6432.37501632613,"QNA3",4
0.35,2021-01-30,"26","1 wk ahead cum death",15525,15566.1293824102,"QNA3",4
0.35,2021-01-30,"12","1 wk ahead cum death",26360,26234.7830426573,"QNA3",4
0.35,2021-01-30,"50","1 wk ahead cum death",173,177.16905155957,"QNA3",4
0.35,2021-01-30,"22","1 wk ahead cum death",8801,8808.67397878399,"QNA3",4
0.35,2021-01-30,"10","1 wk ahead cum death",1081,1069.72051711509,"QNA3",4
0.35,2021-01-30,"39","1 wk ahead cum death",11121,11178.1597800232,"QNA3",4
0.35,2021-01-30,"18","1 wk ahead cum death",9967,10081.5675143935,"QNA3",4
0.35,2021-01-30,"35","1 wk ahead cum death",3265,3274.08156478651,"QNA3",4
0.35,2021-01-30,"38","1 wk ahead cum death",1447,1457.61470090756,"QNA3",4
0.35,2021-01-30,"53","1 wk ahead cum death",4285,4291.89463812762,"QNA3",4
0.35,2021-01-30,"13","1 wk ahead cum death",14196,14017.1861156142,"QNA3",4
0.35,2021-01-30,"37","1 wk ahead cum death",9287,9137.00362401121,"QNA3",4
0.35,2021-01-30,"19","1 wk ahead cum death",4651,4626.39490010251,"QNA3",4
0.35,2021-01-30,"20","1 wk ahead cum death",3767,3748.31287871424,"QNA3",4
0.35,2021-01-30,"36","1 wk ahead cum death",43453,43516.3862136272,"QNA3",4
0.35,2021-01-30,"06","1 wk ahead cum death",40702,39871.83662451,"QNA3",4
0.35,2021-01-30,"15","1 wk ahead cum death",406,346.597130576536,"QNA3",4
0.35,2021-01-30,"25","1 wk ahead cum death",14531,14499.1402474132,"QNA3",4
0.35,2021-01-30,"28","1 wk ahead cum death",6018,5992.50382966672,"QNA3",4
0.35,2021-01-30,"54","1 wk ahead cum death",2015,1993.17492924524,"QNA3",4
0.35,2021-01-30,"29","1 wk ahead cum death",7040,6978.80003027014,"QNA3",4
0.35,2021-01-30,"27","1 wk ahead cum death",6255,6289.47021376552,"QNA3",4
0.4,2021-01-30,"33","1 wk ahead cum death",1042,1044.71841713944,"QNA3",4
0.4,2021-01-30,"32","1 wk ahead cum death",4264,4216.50124044781,"QNA3",4
0.4,2021-01-30,"40","1 wk ahead cum death",3504,3480.59883616111,"QNA3",4
0.4,2021-01-30,"31","1 wk ahead cum death",1920,1928.37930849895,"QNA3",4
0.4,2021-01-30,"41","1 wk ahead cum death",1957,1974.11765194163,"QNA3",4
0.4,2021-01-30,"26","1 wk ahead cum death",15525,15579.7560128055,"QNA3",4
0.4,2021-01-30,"34","1 wk ahead cum death",21455,21425.8789858164,"QNA3",4
0.4,2021-01-30,"37","1 wk ahead cum death",9287,9148.62371415165,"QNA3",4
0.4,2021-01-30,"23","1 wk ahead cum death",590,591.551103397634,"QNA3",4
0.4,2021-01-30,"01","1 wk ahead cum death",7566,7100.27844394025,"QNA3",4
0.4,2021-01-30,"02","1 wk ahead cum death",262,273.502646389893,"QNA3",4
0.4,2021-01-30,"21","1 wk ahead cum death",3714,3668.81123379637,"QNA3",4
0.4,2021-01-30,"24","1 wk ahead cum death",7107,7109.44902341654,"QNA3",4
0.4,2021-01-30,"38","1 wk ahead cum death",1447,1459.28050448967,"QNA3",4
0.4,2021-01-30,"49","1 wk ahead cum death",1663,1659.55710346604,"QNA3",4
0.4,2021-01-30,"27","1 wk ahead cum death",6255,6294.61379914211,"QNA3",4
0.4,2021-01-30,"56","1 wk ahead cum death",596,591.495601048628,"QNA3",4
0.4,2021-01-30,"30","1 wk ahead cum death",1232,1193.03238706117,"QNA3",4
0.4,2021-01-30,"08","1 wk ahead cum death",5620,5612.40241232071,"QNA3",4
0.4,2021-01-30,"44","1 wk ahead cum death",2154,2144.80335959303,"QNA3",4
0.4,2021-01-30,"47","1 wk ahead cum death",9574,9256.49225772858,"QNA3",4
0.4,2021-01-30,"22","1 wk ahead cum death",8801,8814.91130884216,"QNA3",4
0.4,2021-01-30,"25","1 wk ahead cum death",14531,14510.2394709082,"QNA3",4
0.4,2021-01-30,"50","1 wk ahead cum death",173,177.825414659836,"QNA3",4
0.4,2021-01-30,"10","1 wk ahead cum death",1081,1072.00490145297,"QNA3",4
0.4,2021-01-30,"35","1 wk ahead cum death",3265,3279.56968431841,"QNA3",4
0.4,2021-01-30,"US","1 wk ahead cum death",439530,437904.559151881,"QNA3",4
0.4,2021-01-30,"15","1 wk ahead cum death",406,347.289711945246,"QNA3",4
0.4,2021-01-30,"45","1 wk ahead cum death",7014,6838.43911189148,"QNA3",4
0.4,2021-01-30,"04","1 wk ahead cum death",13098,12959.9128312003,"QNA3",4
0.4,2021-01-30,"48","1 wk ahead cum death",36924,36951.3486645143,"QNA3",4
0.4,2021-01-30,"17","1 wk ahead cum death",21213,21239.6054292736,"QNA3",4
0.4,2021-01-30,"39","1 wk ahead cum death",11121,11186.2311604847,"QNA3",4
0.4,2021-01-30,"55","1 wk ahead cum death",6430,6414.26697527421,"QNA3",4
0.4,2021-01-30,"16","1 wk ahead cum death",1725,1731.72067838224,"QNA3",4
0.4,2021-01-30,"36","1 wk ahead cum death",43453,43538.5462023974,"QNA3",4
0.4,2021-01-30,"54","1 wk ahead cum death",2015,1995.94907851425,"QNA3",4
0.4,2021-01-30,"19","1 wk ahead cum death",4651,4630.95035610647,"QNA3",4
0.4,2021-01-30,"28","1 wk ahead cum death",6018,5997.53029125713,"QNA3",4
0.4,2021-01-30,"05","1 wk ahead cum death",4838,4832.81716731667,"QNA3",4
0.4,2021-01-30,"42","1 wk ahead cum death",21562,21475.0898063565,"QNA3",4
0.4,2021-01-30,"09","1 wk ahead cum death",7046,7040.5268880619,"QNA3",4
0.4,2021-01-30,"51","1 wk ahead cum death",6449,6440.08106749961,"QNA3",4
0.4,2021-01-30,"13","1 wk ahead cum death",14196,14033.0739789236,"QNA3",4
0.4,2021-01-30,"53","1 wk ahead cum death",4285,4298.89516942738,"QNA3",4
0.4,2021-01-30,"06","1 wk ahead cum death",40702,39919.4895398185,"QNA3",4
0.4,2021-01-30,"18","1 wk ahead cum death",9967,10090.7370084949,"QNA3",4
0.4,2021-01-30,"12","1 wk ahead cum death",26360,26248.6821499407,"QNA3",4
0.4,2021-01-30,"20","1 wk ahead cum death",3767,3755.10757528874,"QNA3",4
0.4,2021-01-30,"29","1 wk ahead cum death",7040,6986.81651739127,"QNA3",4
0.4,2021-01-30,"46","1 wk ahead cum death",1775,1740.09467832763,"QNA3",4
0.45,2021-01-30,"27","1 wk ahead cum death",6255,6299.42365738151,"QNA3",4
0.45,2021-01-30,"26","1 wk ahead cum death",15525,15594.8980646328,"QNA3",4
0.45,2021-01-30,"08","1 wk ahead cum death",5620,5620.23644055046,"QNA3",4
0.45,2021-01-30,"32","1 wk ahead cum death",4264,4220.20930506784,"QNA3",4
0.45,2021-01-30,"09","1 wk ahead cum death",7046,7049.33734057383,"QNA3",4
0.45,2021-01-30,"30","1 wk ahead cum death",1232,1195.02088599135,"QNA3",4
0.45,2021-01-30,"31","1 wk ahead cum death",1920,1930.1728689751,"QNA3",4
0.45,2021-01-30,"40","1 wk ahead cum death",3504,3484.73329947197,"QNA3",4
0.45,2021-01-30,"17","1 wk ahead cum death",21213,21266.3436048583,"QNA3",4
0.45,2021-01-30,"24","1 wk ahead cum death",7107,7114.28185066688,"QNA3",4
0.45,2021-01-30,"37","1 wk ahead cum death",9287,9158.97779462942,"QNA3",4
0.45,2021-01-30,"25","1 wk ahead cum death",14531,14520.2140884534,"QNA3",4
0.45,2021-01-30,"39","1 wk ahead cum death",11121,11195.841481869,"QNA3",4
0.45,2021-01-30,"01","1 wk ahead cum death",7566,7112.85803102888,"QNA3",4
0.45,2021-01-30,"28","1 wk ahead cum death",6018,6002.128515159,"QNA3",4
0.45,2021-01-30,"38","1 wk ahead cum death",1447,1460.20108156246,"QNA3",4
0.45,2021-01-30,"15","1 wk ahead cum death",406,348.266189127439,"QNA3",4
0.45,2021-01-30,"21","1 wk ahead cum death",3714,3675.06341485125,"QNA3",4
0.45,2021-01-30,"18","1 wk ahead cum death",9967,10098.7114863591,"QNA3",4
0.45,2021-01-30,"34","1 wk ahead cum death",21455,21440.1154248599,"QNA3",4
0.45,2021-01-30,"13","1 wk ahead cum death",14196,14050.592835375,"QNA3",4
0.45,2021-01-30,"48","1 wk ahead cum death",36924,36996.0969716896,"QNA3",4
0.45,2021-01-30,"33","1 wk ahead cum death",1042,1046.93074289153,"QNA3",4
0.45,2021-01-30,"23","1 wk ahead cum death",590,593.554115901478,"QNA3",4
0.45,2021-01-30,"29","1 wk ahead cum death",7040,6995.94590581534,"QNA3",4
0.45,2021-01-30,"36","1 wk ahead cum death",43453,43549.4210130833,"QNA3",4
0.45,2021-01-30,"42","1 wk ahead cum death",21562,21499.1452874309,"QNA3",4
0.45,2021-01-30,"10","1 wk ahead cum death",1081,1073.27602687606,"QNA3",4
0.45,2021-01-30,"35","1 wk ahead cum death",3265,3284.65752240068,"QNA3",4
0.45,2021-01-30,"05","1 wk ahead cum death",4838,4840.70564553463,"QNA3",4
0.45,2021-01-30,"41","1 wk ahead cum death",1957,1977.80573290803,"QNA3",4
0.45,2021-01-30,"49","1 wk ahead cum death",1663,1662.19587716819,"QNA3",4
0.45,2021-01-30,"04","1 wk ahead cum death",13098,12977.5062299527,"QNA3",4
0.45,2021-01-30,"53","1 wk ahead cum death",4285,4306.10978435232,"QNA3",4
0.45,2021-01-30,"06","1 wk ahead cum death",40702,39978.2377775495,"QNA3",4
0.45,2021-01-30,"56","1 wk ahead cum death",596,593.879180776416,"QNA3",4
0.45,2021-01-30,"02","1 wk ahead cum death",262,273.80626776189,"QNA3",4
0.45,2021-01-30,"12","1 wk ahead cum death",26360,26265.6655973712,"QNA3",4
0.45,2021-01-30,"46","1 wk ahead cum death",1775,1742.23038964358,"QNA3",4
0.45,2021-01-30,"16","1 wk ahead cum death",1725,1732.28431514714,"QNA3",4
0.45,2021-01-30,"22","1 wk ahead cum death",8801,8821.06620164933,"QNA3",4
0.45,2021-01-30,"19","1 wk ahead cum death",4651,4635.95352390776,"QNA3",4
0.45,2021-01-30,"51","1 wk ahead cum death",6449,6446.02021519844,"QNA3",4
0.45,2021-01-30,"54","1 wk ahead cum death",2015,1999.03930514819,"QNA3",4
0.45,2021-01-30,"55","1 wk ahead cum death",6430,6421.57838537393,"QNA3",4
0.45,2021-01-30,"45","1 wk ahead cum death",7014,6848.9310312981,"QNA3",4
0.45,2021-01-30,"US","1 wk ahead cum death",439530,438081.362190636,"QNA3",4
0.45,2021-01-30,"47","1 wk ahead cum death",9574,9269.75608261265,"QNA3",4
0.45,2021-01-30,"20","1 wk ahead cum death",3767,3761.88623278597,"QNA3",4
0.45,2021-01-30,"44","1 wk ahead cum death",2154,2149.35318378535,"QNA3",4
0.45,2021-01-30,"50","1 wk ahead cum death",173,178.745293062999,"QNA3",4
0.5,2021-01-30,"08","1 wk ahead cum death",5620,5629.45489739701,"QNA3",4
0.5,2021-01-30,"13","1 wk ahead cum death",14196,14068.9337744334,"QNA3",4
0.5,2021-01-30,"09","1 wk ahead cum death",7046,7056.79828523321,"QNA3",4
0.5,2021-01-30,"37","1 wk ahead cum death",9287,9170.96149790645,"QNA3",4
0.5,2021-01-30,"38","1 wk ahead cum death",1447,1462.40003885026,"QNA3",4
0.5,2021-01-30,"56","1 wk ahead cum death",596,595.762373500367,"QNA3",4
0.5,2021-01-30,"24","1 wk ahead cum death",7107,7119.0798109302,"QNA3",4
0.5,2021-01-30,"10","1 wk ahead cum death",1081,1075.01707111956,"QNA3",4
0.5,2021-01-30,"18","1 wk ahead cum death",9967,10108.425152509,"QNA3",4
0.5,2021-01-30,"15","1 wk ahead cum death",406,348.99579385733,"QNA3",4
0.5,2021-01-30,"40","1 wk ahead cum death",3504,3488.34410789467,"QNA3",4
0.5,2021-01-30,"17","1 wk ahead cum death",21213,21288.8779080162,"QNA3",4
0.5,2021-01-30,"26","1 wk ahead cum death",15525,15609.1977867945,"QNA3",4
0.5,2021-01-30,"27","1 wk ahead cum death",6255,6305.35178371571,"QNA3",4
0.5,2021-01-30,"39","1 wk ahead cum death",11121,11205.6766284813,"QNA3",4
0.5,2021-01-30,"16","1 wk ahead cum death",1725,1734.38093362814,"QNA3",4
0.5,2021-01-30,"25","1 wk ahead cum death",14531,14532.2839195249,"QNA3",4
0.5,2021-01-30,"19","1 wk ahead cum death",4651,4640.32032534276,"QNA3",4
0.5,2021-01-30,"05","1 wk ahead cum death",4838,4848.23920353773,"QNA3",4
0.5,2021-01-30,"28","1 wk ahead cum death",6018,6007.88011821511,"QNA3",4
0.5,2021-01-30,"US","1 wk ahead cum death",439530,438288.842855981,"QNA3",4
0.5,2021-01-30,"31","1 wk ahead cum death",1920,1932.41475183693,"QNA3",4
0.5,2021-01-30,"04","1 wk ahead cum death",13098,12996.174124936,"QNA3",4
0.5,2021-01-30,"53","1 wk ahead cum death",4285,4313.73374326539,"QNA3",4
0.5,2021-01-30,"48","1 wk ahead cum death",36924,37042.5684036209,"QNA3",4
0.5,2021-01-30,"30","1 wk ahead cum death",1232,1196.56302879205,"QNA3",4
0.5,2021-01-30,"12","1 wk ahead cum death",26360,26280.4529047927,"QNA3",4
0.5,2021-01-30,"06","1 wk ahead cum death",40702,40037.2092961679,"QNA3",4
0.5,2021-01-30,"55","1 wk ahead cum death",6430,6429.788265446,"QNA3",4
0.5,2021-01-30,"29","1 wk ahead cum death",7040,7004.94068768815,"QNA3",4
0.5,2021-01-30,"01","1 wk ahead cum death",7566,7125.82393265134,"QNA3",4
0.5,2021-01-30,"32","1 wk ahead cum death",4264,4224.91227208687,"QNA3",4
0.5,2021-01-30,"54","1 wk ahead cum death",2015,2002.311926385,"QNA3",4
0.5,2021-01-30,"41","1 wk ahead cum death",1957,1980.94129231368,"QNA3",4
0.5,2021-01-30,"35","1 wk ahead cum death",3265,3289.68449944288,"QNA3",4
0.5,2021-01-30,"45","1 wk ahead cum death",7014,6861.43584317654,"QNA3",4
0.5,2021-01-30,"21","1 wk ahead cum death",3714,3682.3260721569,"QNA3",4
0.5,2021-01-30,"33","1 wk ahead cum death",1042,1048.6702926231,"QNA3",4
0.5,2021-01-30,"34","1 wk ahead cum death",21455,21454.0103652114,"QNA3",4
0.5,2021-01-30,"44","1 wk ahead cum death",2154,2153.42262570232,"QNA3",4
0.5,2021-01-30,"20","1 wk ahead cum death",3767,3769.01958879125,"QNA3",4
0.5,2021-01-30,"46","1 wk ahead cum death",1775,1744.24974636117,"QNA3",4
0.5,2021-01-30,"42","1 wk ahead cum death",21562,21526.7765429968,"QNA3",4
0.5,2021-01-30,"49","1 wk ahead cum death",1663,1665.15666620506,"QNA3",4
0.5,2021-01-30,"36","1 wk ahead cum death",43453,43559.0176240248,"QNA3",4
0.5,2021-01-30,"02","1 wk ahead cum death",262,274.315647402683,"QNA3",4
0.5,2021-01-30,"22","1 wk ahead cum death",8801,8828.9506167986,"QNA3",4
0.5,2021-01-30,"23","1 wk ahead cum death",590,595.886023517908,"QNA3",4
0.5,2021-01-30,"50","1 wk ahead cum death",173,179.393317573996,"QNA3",4
0.5,2021-01-30,"47","1 wk ahead cum death",9574,9283.41619223894,"QNA3",4
0.5,2021-01-30,"51","1 wk ahead cum death",6449,6455.53018814264,"QNA3",4
0.55,2021-01-30,"09","1 wk ahead cum death",7046,7064.92517844544,"QNA3",4
0.55,2021-01-30,"17","1 wk ahead cum death",21213,21307.6898130162,"QNA3",4
0.55,2021-01-30,"40","1 wk ahead cum death",3504,3492.54720241612,"QNA3",4
