"target_end_date","location","target","quantile","truth","value","model","window_size"
2020-11-21,"18","1 wk ahead inc case",0.025,44296,35750.3085212761,"EWA",4
2020-11-21,"18","1 wk ahead inc case",0.1,44296,40247.2794868753,"EWA",4
2020-11-21,"18","1 wk ahead inc case",0.25,44296,43716.7897195727,"EWA",4
2020-11-21,"18","1 wk ahead inc case",0.5,44296,47080.1200673478,"EWA",4
2020-11-21,"18","1 wk ahead inc case",0.75,44296,50990.8054317557,"EWA",4
2020-11-21,"18","1 wk ahead inc case",0.9,44296,54883.8552386536,"EWA",4
2020-11-21,"18","1 wk ahead inc case",0.975,44296,59624.9008013187,"EWA",4
2020-11-21,"19","1 wk ahead inc case",0.025,25648,26249.2178494729,"EWA",4
2020-11-21,"19","1 wk ahead inc case",0.1,25648,30631.4516404002,"EWA",4
2020-11-21,"19","1 wk ahead inc case",0.25,25648,34405.9854650422,"EWA",4
2020-11-21,"19","1 wk ahead inc case",0.5,25648,37849.8992011433,"EWA",4
2020-11-21,"19","1 wk ahead inc case",0.75,25648,42048.0018271632,"EWA",4
2020-11-21,"19","1 wk ahead inc case",0.9,25648,46189.189499382,"EWA",4
2020-11-21,"19","1 wk ahead inc case",0.975,25648,51333.4824384222,"EWA",4
2020-11-21,"20","1 wk ahead inc case",0.025,19547,8889.58990561799,"EWA",4
2020-11-21,"20","1 wk ahead inc case",0.1,19547,10565.6538881847,"EWA",4
2020-11-21,"20","1 wk ahead inc case",0.25,19547,12367.0423147727,"EWA",4
2020-11-21,"20","1 wk ahead inc case",0.5,19547,15132.322655745,"EWA",4
2020-11-21,"20","1 wk ahead inc case",0.75,19547,18052.8524745319,"EWA",4
2020-11-21,"20","1 wk ahead inc case",0.9,19547,21730.1646741355,"EWA",4
2020-11-21,"20","1 wk ahead inc case",0.975,19547,26701.4114882332,"EWA",4
2020-11-21,"21","1 wk ahead inc case",0.025,19771,10808.8199775269,"EWA",4
2020-11-21,"21","1 wk ahead inc case",0.1,19771,12745.0836197878,"EWA",4
2020-11-21,"21","1 wk ahead inc case",0.25,19771,14416.9474230602,"EWA",4
2020-11-21,"21","1 wk ahead inc case",0.5,19771,16421.4257380203,"EWA",4
2020-11-21,"21","1 wk ahead inc case",0.75,19771,18337.561064028,"EWA",4
2020-11-21,"21","1 wk ahead inc case",0.9,19771,20079.0965203051,"EWA",4
2020-11-21,"21","1 wk ahead inc case",0.975,19771,22675.9077154644,"EWA",4
2020-11-21,"22","1 wk ahead inc case",0.025,14728,3989.48036635049,"EWA",4
2020-11-21,"22","1 wk ahead inc case",0.1,14728,5091.94368095558,"EWA",4
2020-11-21,"22","1 wk ahead inc case",0.25,14728,6245.35326434604,"EWA",4
2020-11-21,"22","1 wk ahead inc case",0.5,14728,7784.15235367203,"EWA",4
2020-11-21,"22","1 wk ahead inc case",0.75,14728,9658.4313612082,"EWA",4
2020-11-21,"22","1 wk ahead inc case",0.9,14728,11999.448832034,"EWA",4
2020-11-21,"22","1 wk ahead inc case",0.975,14728,15106.3959708028,"EWA",4
2020-11-21,"23","1 wk ahead inc case",0.025,1332,1219.20684062273,"EWA",4
2020-11-21,"23","1 wk ahead inc case",0.1,1332,1404.13346016688,"EWA",4
2020-11-21,"23","1 wk ahead inc case",0.25,1332,1588.52654235603,"EWA",4
2020-11-21,"23","1 wk ahead inc case",0.5,1332,1778.150664503,"EWA",4
2020-11-21,"23","1 wk ahead inc case",0.75,1332,1970.2682719652,"EWA",4
2020-11-21,"23","1 wk ahead inc case",0.9,1332,2174.6872273938,"EWA",4
2020-11-21,"23","1 wk ahead inc case",0.975,1332,2441.47827851576,"EWA",4
2020-11-21,"24","1 wk ahead inc case",0.025,15881,8669.46221372102,"EWA",4
2020-11-21,"24","1 wk ahead inc case",0.1,15881,10140.5685427812,"EWA",4
2020-11-21,"24","1 wk ahead inc case",0.25,15881,11394.7462256666,"EWA",4
2020-11-21,"24","1 wk ahead inc case",0.5,15881,12904.1079134339,"EWA",4
2020-11-21,"24","1 wk ahead inc case",0.75,15881,14420.8080169244,"EWA",4
2020-11-21,"24","1 wk ahead inc case",0.9,15881,15826.7792028098,"EWA",4
2020-11-21,"24","1 wk ahead inc case",0.975,15881,18196.2445286499,"EWA",4
2020-11-21,"25","1 wk ahead inc case",0.025,18013,12281.4208208667,"EWA",4
2020-11-21,"25","1 wk ahead inc case",0.1,18013,14415.323593373,"EWA",4
2020-11-21,"25","1 wk ahead inc case",0.25,18013,16335.5060492778,"EWA",4
2020-11-21,"25","1 wk ahead inc case",0.5,18013,18111.5396451328,"EWA",4
2020-11-21,"25","1 wk ahead inc case",0.75,18013,19968.6205904158,"EWA",4
2020-11-21,"25","1 wk ahead inc case",0.9,18013,21916.8659452263,"EWA",4
2020-11-21,"25","1 wk ahead inc case",0.975,18013,23968.0872417088,"EWA",4
2020-11-21,"26","1 wk ahead inc case",0.025,53229,41007.9246457615,"EWA",4
2020-11-21,"26","1 wk ahead inc case",0.1,53229,47478.7456423593,"EWA",4
2020-11-21,"26","1 wk ahead inc case",0.25,53229,52457.9361930208,"EWA",4
2020-11-21,"26","1 wk ahead inc case",0.5,53229,58246.0962893344,"EWA",4
2020-11-21,"26","1 wk ahead inc case",0.75,53229,64277.9302522476,"EWA",4
2020-11-21,"26","1 wk ahead inc case",0.9,53229,70207.0395613185,"EWA",4
2020-11-21,"26","1 wk ahead inc case",0.975,53229,78055.5159419571,"EWA",4
2020-11-21,"27","1 wk ahead inc case",0.025,46924,37061.3737784405,"EWA",4
2020-11-21,"27","1 wk ahead inc case",0.1,46924,42901.2864526299,"EWA",4
2020-11-21,"27","1 wk ahead inc case",0.25,46924,47606.9634535259,"EWA",4
2020-11-21,"27","1 wk ahead inc case",0.5,46924,52140.586168201,"EWA",4
2020-11-21,"27","1 wk ahead inc case",0.75,46924,56669.8703440254,"EWA",4
2020-11-21,"27","1 wk ahead inc case",0.9,46924,61088.3735014707,"EWA",4
2020-11-21,"27","1 wk ahead inc case",0.975,46924,66704.4827929207,"EWA",4
2020-11-21,"28","1 wk ahead inc case",0.025,9061,4490.93529728885,"EWA",4
2020-11-21,"28","1 wk ahead inc case",0.1,9061,5325.57871751919,"EWA",4
